cliente,vendedor,unidade,mes,produto,status,marca,tipo_pagamento,tipo_frete,prazo,valor_total
Daniela Ferreira,Paulo Aragão,Melo do Amparo,2025-02,Farinha Natural 1kg,Entregue,TerraForte,Crédito ICMS,FOB,até 30,"23182,494"
Ana Beatriz Pastor,Emanuella Câmara,Araújo,2025-02,Fertilizante Orgânico 500g,Entregue,SmartAgro,Prazo,CIF,mais que 180,"8352,582"
Sophia Sales,Laís da Costa,Câmara de Barros,2025-02,Suplemento Premium 250ml,Entregue,BlueFarm,Prazo,CIF,mais que 180,"10361,327"
Srta. Ísis Carvalho,Leandro Sousa,Barros,2025-02,Suplemento Refinado 1kg,Aprovado,AgroPlus,,,,"0,356"
Dr. Théo Albuquerque,Sr. Yago Campos,Jesus de Nogueira,2025-02,Inseticida Refinado 1L,Entregue,SmartAgro,Crédito Rural,FOB,de 31 à 60,"10883,668"
Sra. Sabrina Câmara,Gustavo Guerra,Nascimento,2025-02,Inseticida Integral 1kg,Entregue,SmartAgro,Prazo,CIF,até 30,"62152,212"
Yan Ferreira,Apollo da Mota,Peixoto do Oeste,2025-02,Óleo Vegetal Tradicional 10kg,Entregue,VittaMais,Prazo,CIF,até 30,"82869,616"
Alice Farias,Sr. Renan Oliveira,Camargo Alegre,2025-02,Feijão Orgânico 1kg,Aprovado,BlueFarm,,,,"0,124"
Alexandre Teixeira,Raul Novaes,Cirino,2025-02,Óleo Vegetal Integral 1L,Aprovado,EcoLine,,,,"0,402"
Henry Correia,Laura Viana,Lima Alegre,2025-02,Suplemento Especial 1L,Entregue,TerraForte,Prazo,CIF,até 30,"1839,256"
Dra. Evelyn Lopes,Renan Viana,Abreu,2025-02,Adubo Premium 1kg,Entregue,PrimeFood,Prazo,CIF,até 30,"3474,149"
Luara Martins,Kaique Leão,Carvalho,2025-02,Fertilizante Natural 25kg,Entregue,EcoLine,Barter,CIF,mais que 180,"6793,479"
Srta. Alana Leão,Dr. Bryan Monteiro,da Luz,2025-02,Inseticida Select 20kg,Entregue,TerraForte,Pagamento à vista,CIF,até 30,"4540,955"
Evelyn Câmara,Dra. Ana Cecília Novaes,Farias,2025-02,Café Orgânico 1kg,Aprovado,BlueFarm,,,,"0,287"
Francisco Pereira,Daniela Mendes,Vasconcelos,2025-02,Produto Orgânico Integral 10kg,Aprovado,NovaTech,,,,"0,274"
Isabella Cassiano,Francisco da Mata,Nascimento,2025-02,Produto Orgânico Orgânico 1kg,Aprovado,BioVida,,,,"0,069"
Sra. Maria Alice das Neves,Ana Liz Farias,Rodrigues,2025-02,Suplemento Fortificado 1L,Aprovado,SmartAgro,,,,"0,063"
Sarah da Rocha,Enzo Barros,Vargas,2025-02,Ração Natural 5L,Aprovado,NovaTech,,,,"0,032"
Caleb Garcia,Allana Cardoso,da Rosa Alegre,2025-02,Herbicida Natural 5L,Aprovado,BioVida,,,,"0,099"
Ravi Lucca Oliveira,Cecilia Cardoso,da Mata,2025-02,Semente Natural 250ml,Aprovado,PrimeFood,,,,"0,065"
Srta. Mirella Barbosa,Davi Luiz Novais,Rocha das Pedras,2025-02,Café Tradicional 25kg,Entregue,NovaTech,Crédito Rural,CIF,de 31 à 60,"11767,86"
Melina Vieira,Lucas da Mota,Sá de Pires,2025-02,Óleo Vegetal Tradicional 5L,Entregue,TerraForte,Barter,CIF,mais que 180,"6679,019"
Miguel Porto,Sra. Aylla Mendes,Souza,2025-02,Adubo Select 5L,Entregue,PrimeFood,Barter,CIF,mais que 180,"5615,206"
Aylla Porto,Alana da Costa,Vargas,2025-02,Farinha Tradicional 20kg,Entregue,TerraForte,Crédito ICMS,FOB,até 30,"6299,591"
Nicolas Cassiano,Lucas Gabriel Abreu,Caldeira,2025-02,Ração Orgânico 5L,Entregue,BlueFarm,Crédito ICMS,FOB,até 30,"8399,454"
Bella Ribeiro,Emilly da Luz,Moura dos Dourados,2025-02,Herbicida Fortificado 25kg,Aprovado,BioVida,,,,"0,533"
Srta. Emilly Rodrigues,Davi Miguel Moura,Martins do Norte,2025-02,Soja Tradicional 5L,Aprovado,SkyMarket,,,,"185,425"
Nathan Sales,Stephany Pinto,da Mota do Oeste,2025-02,Ração Premium 20kg,Aprovado,SkyMarket,,,,"198,643"
José Miguel Montenegro,Luiz Felipe Abreu,Azevedo,2025-02,Arroz Orgânico 250ml,Aprovado,PrimeFood,,,,"1613,614"
Maria Isis da Conceição,Theo Ramos,Costela,2025-02,Semente Extra 1kg,Aprovado,SkyMarket,,,,"138,46"
Ravi Teixeira,Sr. Pedro Pereira,Machado das Flores,2025-02,Ração Premium 10kg,Aprovado,VittaMais,,,,"0,079"
Cecilia Sampaio,Nicolas Rodrigues,Oliveira da Serra,2025-02,Adubo Fortificado 25kg,Entregue,BlueFarm,Prazo,CIF,de 31 à 60,"234762,873"
Breno Viana,Luiz Miguel Siqueira,Lima,2025-02,Soja Integral 1L,Aprovado,EcoLine,,,,"0,025"
Isadora Barros,Milena Azevedo,da Conceição,2025-02,Herbicida Extra 1L,Aprovado,EcoLine,,,,"0,256"
Alexandre da Rocha,Alícia Dias,Novaes de Abreu,2025-02,Semente Integral 1L,Entregue,AgroPlus,Crédito Rural,CIF,de 31 à 60,"11460,099"
Alexandre da Luz,Pedro Fogaça,Pereira,2025-02,Feijão Refinado 1L,Aprovado,SmartAgro,,,,"0,337"
Nina Rodrigues,João Vitor Sales,Azevedo,2025-02,Adubo Extra 20kg,Entregue,PrimeFood,Prazo,CIF,mais que 180,"3333,533"
Maria Luísa Jesus,Enzo Gabriel Duarte,Andrade de da Luz,2025-02,Feijão Fortificado 1L,Entregue,SmartAgro,Crédito Rural,FOB,de 31 à 60,"11774,235"
Sr. João Guilherme Rezende,Dra. Maitê Souza,Costela da Serra,2025-02,Açúcar Premium 1L,Entregue,SkyMarket,Barter,CIF,mais que 180,"3334,928"
Gustavo Henrique Abreu,Diego Moura,Viana de Nogueira,2025-02,Herbicida Especial 20kg,Aprovado,NovaTech,,,,"0,373"
Sr. Rodrigo Sá,Benjamin Pires,Dias do Amparo,2025-02,Semente Especial 500g,Aprovado,SkyMarket,,,,"0,371"
Sr. Pedro Henrique Freitas,Nathan Nunes,Teixeira,2025-02,Inseticida Integral 10kg,Aprovado,TerraForte,,,,"0,066"
Sr. Noah Câmara,José Sá,Sampaio da Mata,2025-02,Arroz Premium 10kg,Aprovado,SmartAgro,,,,"0,023"
Emanuella Abreu,Yuri Nogueira,Pimenta de Pimenta,2025-02,Semente Natural 10kg,Entregue,BioVida,Crédito ICMS,CIF,até 30,"3708,509"
Giovanna Marques,Marina Rodrigues,Santos das Pedras,2025-02,Suplemento Refinado 250ml,Aprovado,SmartAgro,,,,"4122,107"
Kamilly Almeida,Srta. Jade Cavalcanti,Novais Grande,2025-02,Óleo Vegetal Integral 25kg,Aprovado,TerraForte,,,,"5390,931"
Isabella Moreira,Miguel Moreira,Rios,2025-02,Suplemento Especial 25kg,Aprovado,SmartAgro,,,,"3,34"
Lavínia Nascimento,Danilo Ramos,Rezende,2025-02,Produto Orgânico Premium 20kg,Aprovado,BlueFarm,,,,"3792,035"
Arthur Miguel Lima,Maria Alice Borges,Viana,2025-02,Açúcar Extra 1L,Aprovado,SmartAgro,,,,"3,478"
Aurora Montenegro,Sra. Maria Liz Costa,Camargo do Campo,2025-02,Óleo Vegetal Select 10kg,Aprovado,EcoLine,,,,"1,729"
Helena Pereira,Sara Casa Grande,Melo,2025-02,Fertilizante Tradicional 500g,Aprovado,NovaTech,,,,"10766,582"
Pedro Melo,Luiz Gustavo Barros,Oliveira do Galho,2025-02,Ração Refinado 5L,Aprovado,SkyMarket,,,,"1,207"
Gustavo Rezende,Jade Garcia,Gomes Grande,2025-02,Herbicida Fortificado 10kg,Aprovado,BlueFarm,,,,"1188,392"
Luigi Moreira,Heloísa Sampaio,da Luz da Praia,2025-02,Feijão Tradicional 1L,Aprovado,EcoLine,,,,"687,518"
Henrique Mendonça,Vitor Aparecida,Almeida dos Dourados,2025-02,Arroz Extra 1L,Aprovado,BlueFarm,,,,"1,659"
Rebeca Cardoso,Maitê Pacheco,Vargas Verde,2025-02,Semente Especial 1kg,Aprovado,AgroPlus,,,,"3,236"
Asafe Vargas,Clara Fogaça,Pires,2025-03,Milho Extra 250ml,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"3403,065"
Dra. Luísa Nascimento,Augusto Caldeira,das Neves,2025-03,Semente Premium 1L,Entregue,BlueFarm,Prazo,CIF,de 31 à 60,"3211,859"
Vitor Hugo Farias,Antony Abreu,Peixoto do Sul,2025-05,Óleo Vegetal Tradicional 1kg,Entregue,NovaTech,Prazo,CIF,até 30,"26023,309"
Brenda da Mota,Guilherme Garcia,Casa Grande do Sul,2025-03,Ração Refinado 500g,Cancelado,PrimeFood,,,,"1685,984"
Calebe Montenegro,Pedro Henrique da Mota,Siqueira de Minas,2025-03,Café Fortificado 500g,Cancelado,PrimeFood,,,,"0,032"
Calebe Pastor,Emanuelly Sousa,Fogaça,2025-03,Soja Orgânico 1kg,Cancelado,NovaTech,,,,"0,43"
Isabella Porto,Sra. Stephany Vargas,Sales,2025-03,Adubo Orgânico 250ml,Cancelado,PrimeFood,,,,"19,874"
Cecilia Novais,Bento Ribeiro,Duarte,2025-03,Adubo Orgânico 1kg,Cancelado,EcoLine,,,,"0,114"
Srta. Ana Carolina Aragão,Dr. Apollo Dias,Sales de Minas,2025-03,Suplemento Especial 20kg,Cancelado,AgroPlus,,,,"23,623"
Maria Clara Casa Grande,Sr. Joaquim Fogaça,Novaes,2025-02,Feijão Tradicional 250ml,Entregue,NovaTech,Prazo,CIF,até 30,"8661,937"
Antonella da Conceição,Thales Ribeiro,Rezende,2025-02,Milho Natural 500g,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"857,757"
Luara Martins,Bruno Gomes,Caldeira Verde,2025-03,Açúcar Natural 250ml,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"6693,315"
Joana Guerra,Isabela Ferreira,Moreira,2025-02,Adubo Tradicional 25kg,Aprovado,PrimeFood,,,,"0,044"
Henrique Cardoso,João Gabriel Ramos,Rocha,2025-02,Soja Refinado 20kg,Aprovado,BioVida,,,,"0,143"
Ravi Lucca Jesus,Pedro Lucas Borges,Viana,2025-02,Açúcar Fortificado 1kg,Aprovado,EcoLine,,,,"0,016"
Marcela Nunes,Sr. Yago Martins,Ferreira de Freitas,2025-02,Fertilizante Natural 25kg,Aprovado,TerraForte,,,,"0,038"
Isis Costa,Rafael Campos,Camargo dos Dourados,2025-02,Arroz Premium 1L,Aprovado,VittaMais,,,,"0,038"
Emilly Costela,Luiz Gustavo Mendes,Ferreira do Sul,2025-02,Inseticida Select 10kg,Aprovado,EcoLine,,,,"0,022"
Giovanna Almeida,Valentim Fonseca,Moraes,2025-02,Produto Orgânico Select 10kg,Aprovado,NovaTech,,,,"0,131"
Hadassa Mendonça,Diogo Araújo,Dias,2025-02,Café Tradicional 5L,Aprovado,SmartAgro,,,,"0,121"
Caleb Sales,Ana Lívia Cavalcante,Câmara da Praia,2025-02,Suplemento Refinado 20kg,Aprovado,NovaTech,,,,"0,047"
João Pedro Pastor,Dra. Ana Sophia Pires,Lopes da Mata,2025-03,Adubo Refinado 5L,Cancelado,SmartAgro,,,,"298,668"
Joana Andrade,Luiz Fernando Sá,Aparecida dos Dourados,2025-03,Semente Select 10kg,Entregue,AgroPlus,Prazo,FOB,de 31 à 60,"1785,124"
Kamilly Gonçalves,Daniela Casa Grande,Caldeira dos Dourados,2025-02,Produto Orgânico Fortificado 5L,Cancelado,PrimeFood,,,,"0,264"
Arthur Almeida,Antônio Garcia,Moreira de Barbosa,2025-02,Arroz Especial 5L,Cancelado,SmartAgro,,,,"0,587"
Ana Clara Lopes,Maria Luísa Cirino,Pastor,2025-02,Produto Orgânico Fortificado 25kg,Cancelado,SmartAgro,,,,"0,547"
Alícia da Mota,Pedro Lucas da Paz,Vieira,2025-02,Adubo Refinado 500g,Cancelado,VittaMais,,,,"0,103"
Bianca Caldeira,Arthur Gabriel da Cruz,Teixeira,2025-02,Fertilizante Select 500g,Cancelado,NovaTech,,,,"0,23"
Sarah Azevedo,Otávio Rocha,Macedo de Montenegro,2025-02,Arroz Refinado 1kg,Cancelado,BioVida,,,,"0,294"
Otávio Castro,Alana da Costa,Borges de Goiás,2025-02,Adubo Fortificado 500g,Cancelado,NovaTech,,,,"0,15"
Beatriz Andrade,Dr. Davi Lucca Melo,Mendes do Amparo,2025-02,Produto Orgânico Especial 1kg,Cancelado,AgroPlus,,,,"0,261"
Natália Casa Grande,Lorena Brito,Souza de Moreira,2025-02,Café Tradicional 1kg,Cancelado,BioVida,,,,"0,563"
Lorenzo Santos,Maria Luiza Vargas,Rios de Montenegro,2025-04,Inseticida Fortificado 10kg,A Entregar,NovaTech,Prazo,CIF,mais que 180,"145426,49"
Dr. Daniel Duarte,Ravi Montenegro,Cavalcanti da Mata,2025-04,Arroz Tradicional 250ml,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"20143,691"
Pedro Miguel Vasconcelos,Juliana Gomes,da Cunha,2025-02,Produto Orgânico Select 500g,Entregue,AgroPlus,Pagamento à vista,FOB,até 30,"29428,088"
Ana Carolina Cavalcante,Isis Cassiano,Almeida Alegre,2025-03,Ração Integral 500g,Entregue,SkyMarket,Pagamento parcelado,CIF,de 61 à 120,"4055,362"
Maya Borges,Evelyn Pacheco,da Luz da Prata,2025-03,Suplemento Extra 500g,Entregue,EcoLine,Prazo,CIF,até 30,"7880,488"
Lucas Gabriel Macedo,Ísis Carvalho,Abreu da Praia,2025-02,Adubo Extra 5L,Entregue,BioVida,Prazo,CIF,até 30,"12040,468"
Lorenzo da Rosa,Ravi Novais,Pimenta,2025-02,Produto Orgânico Especial 10kg,A Entregar,TerraForte,Crédito ICMS,FOB,até 30,"12625,43"
Ísis Campos,Bento Sousa,Ramos de Goiás,2025-03,Adubo Orgânico 250ml,Entregue,VittaMais,Prazo,CIF,de 121 à 180,"7546,385"
Bernardo Pinto,Cauê Borges,Viana do Campo,2025-04,Herbicida Natural 10kg,Entregue,BlueFarm,Prazo,CIF,de 121 à 180,"7677,626"
Mariane Almeida,Isadora Aragão,Souza,2025-03,Açúcar Natural 1kg,Entregue,PrimeFood,Prazo,CIF,de 121 à 180,"15780,006"
Maria Eduarda Nunes,Emanuel Teixeira,Gomes de Barros,2025-02,Farinha Extra 1L,Aprovado,PrimeFood,,,,"0,314"
Liz Andrade,Ian Martins,Fogaça,2025-02,Açúcar Especial 250ml,Aprovado,SkyMarket,,,,"3,618"
Juliana Cirino,Renan Montenegro,Vasconcelos de Gonçalves,2025-02,Açúcar Tradicional 500g,Aprovado,VittaMais,,,,"5,649"
Clarice Freitas,Kevin Azevedo,Fonseca da Praia,2025-02,Herbicida Integral 10kg,Aprovado,EcoLine,,,,"0,222"
Miguel Câmara,Maria Cecília Câmara,Nascimento,2025-02,Semente Premium 1kg,Aprovado,PrimeFood,,,,"5,243"
Joana Araújo,Maya Novais,Costela Alegre,2025-02,Ração Extra 10kg,Aprovado,SmartAgro,,,,"0,565"
Valentim Montenegro,Maria Flor Brito,Cunha,2025-02,Fertilizante Integral 20kg,Aprovado,TerraForte,,,,"0,061"
Matteo Rocha,Isabela Barros,Lopes,2025-02,Produto Orgânico Integral 1L,Aprovado,TerraForte,,,,"0,075"
Sra. Sophie Monteiro,Eduarda Macedo,Ribeiro de Minas,2025-02,Feijão Fortificado 250ml,Aprovado,NovaTech,,,,"0,132"
Antonella Albuquerque,Beatriz Ribeiro,Cavalcanti,2025-02,Produto Orgânico Integral 5L,Aprovado,AgroPlus,,,,"2,308"
Mariana Sampaio,Helena Pastor,Rodrigues,2025-02,Semente Refinado 1L,Entregue,SmartAgro,Prazo,CIF,de 61 à 120,"3515,397"
Dr. Leonardo da Cunha,Julia Gomes,da Rosa,2025-02,Feijão Orgânico 250ml,Aprovado,PrimeFood,,,,"0,129"
André Garcia,Rael Sampaio,da Rocha,2025-02,Açúcar Natural 10kg,Aprovado,AgroPlus,,,,"0,053"
Eloá Silveira,Gael Henrique Pereira,Alves dos Dourados,2025-02,Arroz Natural 20kg,Aprovado,BlueFarm,,,,"0,135"
Ana Clara Vasconcelos,Sra. Alice Borges,Porto de da Rocha,2025-02,Fertilizante Integral 1kg,Aprovado,VittaMais,,,,"0,035"
Sarah Souza,Srta. Nina Vieira,Silva do Oeste,2025-02,Arroz Integral 500g,Aprovado,PrimeFood,,,,"0,363"
Ana Azevedo,João Gabriel Campos,Sousa,2025-02,Herbicida Fortificado 1L,Aprovado,SkyMarket,,,,"0,493"
Srta. Lara Costa,Davi Luiz Siqueira,Nascimento Verde,2025-02,Feijão Extra 10kg,Aprovado,SkyMarket,,,,"0,2"
Igor Garcia,Luara Novaes,Santos,2025-02,Farinha Select 20kg,Aprovado,BioVida,,,,"0,605"
Pietro Camargo,Enrico Rios,Ramos,2025-02,Produto Orgânico Tradicional 500g,Aprovado,VittaMais,,,,"0,303"
Benicio Campos,Sr. João Felipe Machado,Rodrigues,2025-02,Café Orgânico 10kg,Aprovado,VittaMais,,,,"0,028"
Ana Julia Azevedo,Léo Freitas,Abreu,2025-02,Farinha Extra 500g,Aprovado,PrimeFood,,,,"153,271"
Srta. Sara da Luz,Otto Pires,Nascimento,2025-02,Milho Natural 1L,Aprovado,AgroPlus,,,,"0,013"
Luna Macedo,Maria Luiza Souza,Araújo,2025-02,Inseticida Select 10kg,Aprovado,PrimeFood,,,,"269,514"
Gabrielly Guerra,Ísis Silva,Vieira,2025-02,Milho Especial 250ml,Aprovado,SmartAgro,,,,"0,112"
Pietra Machado,Luiz Otávio Azevedo,Cirino das Pedras,2025-02,Arroz Orgânico 250ml,Aprovado,BioVida,,,,"298,668"
Eduardo Brito,Dr. Diogo Caldeira,Brito do Norte,2025-02,Arroz Refinado 250ml,Aprovado,AgroPlus,,,,"68,058"
Dr. Heitor Sampaio,Laís Pastor,Cirino,2025-02,Produto Orgânico Tradicional 1L,Cancelado,VittaMais,,,,"0,264"
Nina Aragão,Sr. Rael Câmara,Pereira,2025-02,Produto Orgânico Premium 25kg,Cancelado,SmartAgro,,,,"0,587"
Sra. Isabel da Luz,Nicole Dias,Pimenta da Mata,2025-02,Açúcar Natural 250ml,Cancelado,PrimeFood,,,,"0,547"
Isabela Borges,Yasmin das Neves,Rios,2025-02,Farinha Especial 10kg,Aprovado,TerraForte,,,,"0,026"
Marcelo Vieira,Anthony Gabriel Gonçalves,das Neves da Mata,2025-02,Semente Orgânico 1kg,Aprovado,AgroPlus,,,,"0,386"
Pedro Miguel Nunes,Otávio Cardoso,Silva,2025-03,Ração Orgânico 1kg,Entregue,PrimeFood,Pagamento à vista,CIF,até 30,"2240,479"
Juliana Gomes,Kamilly Souza,Silva,2025-02,Café Tradicional 5L,Entregue,BlueFarm,Prazo,CIF,mais que 180,"1346,397"
Pietra Rezende,Ana Julia Fonseca,Costa,2025-02,Feijão Premium 10kg,Cancelado,BioVida,,,,"0,163"
Rhavi Ribeiro,Luiz Felipe Fonseca,Lopes do Galho,2025-02,Feijão Premium 500g,Cancelado,TerraForte,,,,"0,124"
João Felipe da Rosa,Liam Albuquerque,Lima,2025-02,Ração Refinado 25kg,Cancelado,TerraForte,,,,"0,274"
Asafe Brito,Luana Pimenta,Barbosa,2025-02,Fertilizante Especial 10kg,Cancelado,EcoLine,,,,"0,149"
Elisa Jesus,Pedro Lucas Fernandes,Caldeira das Pedras,2025-02,Ração Orgânico 1kg,Cancelado,SmartAgro,,,,"0,146"
Evelyn Abreu,Luiz Henrique Melo,Sales,2025-02,Arroz Refinado 5L,Cancelado,TerraForte,,,,"0,032"
Thomas Novaes,Ravy Fonseca,Rodrigues da Serra,2025-02,Herbicida Fortificado 5L,Cancelado,SmartAgro,,,,"0,124"
Arthur Gabriel Porto,Luigi das Neves,Porto de Cassiano,2025-02,Ração Premium 20kg,Cancelado,EcoLine,,,,"0,079"
Caio Pereira,Emanuella Siqueira,Macedo de Minas,2025-02,Café Refinado 500g,Cancelado,VittaMais,,,,"0,212"
Manuela Gonçalves,Cecilia Abreu,Ferreira Grande,2025-02,Herbicida Premium 1kg,Cancelado,SmartAgro,,,,"0,528"
Anthony Gabriel Teixeira,Mariah Lopes,Vasconcelos,2025-02,Inseticida Fortificado 25kg,Aprovado,NovaTech,,,,"0,191"
Pedro Miguel Gomes,Bruno Andrade,Costa,2025-02,Fertilizante Fortificado 20kg,Aprovado,EcoLine,,,,"0,173"
Dr. Arthur Gabriel Fernandes,Maria Clara da Rocha,Nunes das Pedras,2025-02,Inseticida Integral 1kg,Aprovado,TerraForte,,,,"0,146"
Alexandre da Cruz,Mariana Araújo,da Cruz,2025-02,Feijão Fortificado 250ml,Aprovado,PrimeFood,,,,"0,037"
Luiz Miguel Gomes,Sr. Thomas Sampaio,Sampaio,2025-02,Suplemento Orgânico 25kg,Aprovado,VittaMais,,,,"0,159"
Alice Marques,Brayan Novaes,Novais,2025-02,Farinha Integral 250ml,Aprovado,BioVida,,,,"0,345"
Sr. Yan Araújo,Kamilly Borges,Moreira,2025-02,Herbicida Extra 1L,Aprovado,SkyMarket,,,,"1435,688"
Luigi Andrade,Júlia Almeida,Albuquerque das Flores,2025-03,Feijão Select 5L,Novo,BlueFarm,Prazo,CIF,de 31 à 60,"18898,772"
Dr. Luiz Miguel Pereira,Rodrigo da Paz,Lima de Novais,2025-04,Café Integral 500g,A Entregar,NovaTech,Prazo,CIF,mais que 180,"17292,939"
Kamilly da Mota,Allana Viana,Machado,2025-04,Café Extra 20kg,A Entregar,TerraForte,Prazo,CIF,mais que 180,"26331,432"
Helena da Rocha,Isis Albuquerque,Silveira,2025-04,Fertilizante Premium 5L,Entregue,NovaTech,Prazo,CIF,de 121 à 180,"13977,217"
Luiz Felipe Rodrigues,Srta. Maria da Cunha,Martins de Cardoso,2025-05,Ração Premium 20kg,A Entregar,SkyMarket,Prazo,CIF,mais que 180,"18214,637"
Bruno da Costa,Raul da Paz,Fonseca,2025-03,Feijão Select 20kg,Entregue,VittaMais,Prazo,FOB,de 31 à 60,"2365,451"
Arthur Gabriel Cavalcante,Manuella Silveira,Ramos,2025-02,Açúcar Natural 250ml,Entregue,BlueFarm,Crédito Rural,CIF,de 31 à 60,"17848,84"
Pietra Lima,Théo da Conceição,Fernandes da Praia,2025-02,Inseticida Premium 25kg,Aprovado,SkyMarket,,,,"1,997"
Sra. Maria Vitória Teixeira,Mariane da Cunha,Sampaio Verde,2025-02,Herbicida Extra 5L,Aprovado,BlueFarm,,,,"1,319"
Fernando Santos,Aurora Mendonça,Siqueira da Praia,2025-02,Inseticida Integral 500g,Entregue,SkyMarket,Prazo,CIF,mais que 180,"1346,163"
Dra. Emanuella Nogueira,Vitor Hugo Gonçalves,Sales de Minas,2025-02,Milho Select 1kg,Cancelado,EcoLine,,,,"0,617"
Bruna Câmara,Gustavo Henrique Macedo,Sá,2025-02,Milho Fortificado 500g,Cancelado,VittaMais,,,,"0,103"
Brenda Leão,Danilo Oliveira,Correia,2025-02,Soja Premium 5L,Cancelado,AgroPlus,,,,"0,23"
Mariah Vieira,Luiz Henrique Cavalcante,Porto,2025-02,Café Refinado 1L,Cancelado,PrimeFood,,,,"0,294"
Pedro Araújo,Léo Souza,Novais,2025-02,Semente Orgânico 500g,Cancelado,TerraForte,,,,"0,15"
Yan Freitas,Juan Monteiro,Cavalcante do Norte,2025-02,Fertilizante Refinado 250ml,Entregue,BlueFarm,Prazo,CIF,de 61 à 120,"2579,03"
Kevin Cavalcante,Benjamin Dias,Novaes,2025-02,Herbicida Select 500g,Entregue,VittaMais,Crédito ICMS,CIF,até 30,"18987,866"
Luísa Silveira,Srta. Maria Luísa Barros,Pimenta,2025-02,Adubo Extra 500g,Cancelado,AgroPlus,,,,"0,261"
Pedro Henrique Rios,João Lucas Teixeira,da Rocha,2025-02,Café Orgânico 250ml,Aprovado,NovaTech,,,,"0,096"
Dr. Rhavi Sá,Sra. Maria Gonçalves,Aragão,2025-02,Milho Fortificado 25kg,Aprovado,TerraForte,,,,"0,013"
Apollo Moura,Sr. Luiz Otávio Souza,Caldeira,2025-02,Açúcar Fortificado 1L,Aprovado,EcoLine,,,,"47,341"
Sr. José Miguel Moreira,Manuella Cassiano,Teixeira,2025-02,Fertilizante Orgânico 25kg,Aprovado,BlueFarm,,,,"0,096"
Benjamin Cavalcanti,João Lucas Moreira,Borges,2025-02,Inseticida Natural 5L,Aprovado,TerraForte,,,,"153,271"
Mariane Pires,Lucas Fonseca,Albuquerque de da Mota,2025-02,Milho Select 10kg,Aprovado,BioVida,,,,"0,151"
Eduarda Cassiano,Agatha Cirino,Santos,2025-02,Óleo Vegetal Fortificado 20kg,Aprovado,EcoLine,,,,"0,085"
Ryan da Rosa,Luiz Miguel Rios,Melo do Sul,2025-02,Milho Premium 1kg,Aprovado,PrimeFood,,,,"0,079"
Miguel Pimenta,Isabella Novais,Mendonça de Martins,2025-02,Semente Integral 5L,Aprovado,SkyMarket,,,,"0,043"
Luan Correia,Giovanna Castro,Rodrigues da Praia,2025-02,Açúcar Natural 1kg,Aprovado,BioVida,,,,"0,244"
Maria Clara Gonçalves,Lucca Mendes,da Rosa dos Dourados,2025-02,Milho Tradicional 20kg,Aprovado,EcoLine,,,,"0,053"
Lucca Moreira,Melissa Viana,Araújo Grande,2025-02,Inseticida Especial 5L,Aprovado,NovaTech,,,,"0,154"
Josué da Mota,Sophie Araújo,Pires,2025-02,Café Refinado 1L,Cancelado,SmartAgro,,,,"0,563"
Zoe Pereira,Maria da Mota,Castro,2025-02,Semente Refinado 10kg,Entregue,SmartAgro,Prazo,CIF,mais que 180,"11268,678"
Gael Sá,Luísa Moura,Lima de Cunha,2025-02,Fertilizante Orgânico 1kg,Aprovado,SkyMarket,,,,"0,135"
Isadora Ferreira,Pedro Rocha,Vargas,2025-02,Soja Integral 5L,Aprovado,VittaMais,,,,"0,028"
Júlia da Cruz,Carolina da Mota,Ribeiro de Nogueira,2025-02,Óleo Vegetal Tradicional 10kg,Aprovado,PrimeFood,,,,"0,273"
Agatha Correia,Manuela da Mata,Caldeira dos Dourados,2025-02,Café Tradicional 10kg,Aprovado,AgroPlus,,,,"0,876"
Juliana Ribeiro,Heitor Fogaça,Siqueira,2025-02,Ração Refinado 5L,Aprovado,SmartAgro,,,,"0,37"
Maria Isis Silva,Dante Abreu,da Rosa,2025-02,Produto Orgânico Integral 500g,Aprovado,EcoLine,,,,"0,209"
Nicolas Oliveira,Lucas Nascimento,Novais,2025-02,Suplemento Fortificado 10kg,Aprovado,AgroPlus,,,,"0,07"
Maria Alice Costela,Anthony Gabriel Lima,Farias das Flores,2025-02,Semente Premium 250ml,Aprovado,BlueFarm,,,,"0,099"
Ana Júlia Cunha,Isaque Montenegro,Cavalcante Alegre,2025-02,Herbicida Premium 25kg,Aprovado,SkyMarket,,,,"0,19"
Jade Costa,Eloah Almeida,da Conceição das Flores,2025-02,Inseticida Select 500g,Aprovado,BioVida,,,,"0,007"
Benicio Vasconcelos,Dra. Maitê Montenegro,Costa,2025-02,Ração Especial 1L,Aprovado,PrimeFood,,,,"0,263"
Benjamim Melo,Maria Isis Borges,Vieira da Prata,2025-02,Café Natural 10kg,Aprovado,AgroPlus,,,,"0,586"
Dra. Ágatha Camargo,Caleb Freitas,Andrade,2025-02,Produto Orgânico Tradicional 25kg,Aprovado,VittaMais,,,,"0,545"
Thomas Rodrigues,Fernando Melo,da Cunha de Vieira,2025-02,Soja Premium 25kg,Aprovado,NovaTech,,,,"0,103"
Maria Liz Pereira,Elisa Nunes,Jesus de Sales,2025-02,Café Natural 1L,Aprovado,NovaTech,,,,"0,229"
